视频标题,【高清修复】东方幻想万华镜全集
视频BV号,BV1VuZ5YjEin
弹幕总数,4701

弹幕ID,出现时间(毫秒),模式,字体大小,颜色,用户MID哈希,内容,发送时间,权重,动作,弹幕池,弹幕ID字符串,属性,动画
1814662845405831936,53505,5,25,#e70012,c7f082a4,灵梦姐姐!,2025-03-31 18:11:08,1,,0,1814662845405831936,无,
1814663107390361600,73146,5,25,#00a0ea,c7f082a4,妖精姐姐们!,2025-03-31 18:11:39,2,,0,1814663107390361600,无,
1814687079255414528,28499,1,25,#ffffff,ebcb1b62,回家了,2025-03-31 18:59:17,9,,0,1814687079255414528,无,
1814728655571142656,3399,1,25,#ffffff,6814884f,文藝復興,2025-03-31 20:21:53,2,,0,1814728655571142656,无,
1814826559786395136,97815,5,25,#683a7b,b00827e7,帕秋莉go！！！！,2025-03-31 23:36:24,2,,0,1814826559786395136,无,
1814854641717163264,69048,1,25,#ffffff,8b8f992d,第一次看,2025-04-01 00:32:12,3,,0,1814854641717163264,无,
1814870369325810944,23431,1,25,#ffffff,ed63419a,今夕是何年......,2025-04-01 01:03:27,3,,0,1814870369325810944,无,
1815160400539594240,0,1,25,#ffffff,1d09be71,转载好评,2025-04-01 10:39:41,3,,0,1815160400539594240,无,
1815203921082338304,238663,5,25,#ffffff,b78520f7,射命（恶心）丸（搞个大新）文,2025-04-01 12:06:09,1,,0,1815203921082338304,无,
1815292809272659968,269204,5,25,#e2027f,c5cffe9f,与生俱来的魔法使——帕秋莉·诺蕾姬,2025-04-01 15:02:46,10,,0,1815292809272659968,无,
1815296733798794752,307404,5,25,#ffffff,c5cffe9f,白玉楼階梯的幻闘,2025-04-01 15:10:33,10,,0,1815296733798794752,无,
1815314630223508736,96338,1,25,#ffffff,22758095,新任东方厨，前来观摩，不愧为经典,2025-04-01 15:46:07,1,,0,1815314630223508736,无,
1815361513918363136,46320,1,25,#ffffff,6d9d3a00,探头,2025-04-01 17:19:16,3,,0,1815361513918363136,无,
1815412658582273792,77470,1,25,#ffffff,e59ca86f,威震天,2025-04-01 19:00:53,10,,0,1815412658582273792,无,
1815535020446765824,192359,5,25,#00a0ea,577c2fef,喝9了,2025-04-01 23:03:59,2,,0,1815535020446765824,无,
1815918547025890048,7091,1,25,#ffffff,84d95125,今夕是何年？,2025-04-02 11:45:59,10,,0,1815918547025890048,高赞,
1815929232661468416,39931,1,25,#ffffff,adcd2521,来了来了,2025-04-02 12:07:13,2,,0,1815929232661468416,无,
1816064885076494080,7251,5,25,#e70012,8ffd9b32,来了嗷,2025-04-02 16:36:44,2,,0,1816064885076494080,无,
1816142876280164864,40291,1,25,#ffffff,86cb6a89,首页东方，回来了都回来了,2025-04-02 19:11:41,2,,0,1816142876280164864,无,
1816195248314594304,321951,5,25,#e2027f,8bcd7941,冥界其实很美的，（除中央那颗最大的之外）开满了樱花，美到让逝者忘了回去的程度。,2025-04-02 20:55:45,3,,0,1816195248314594304,无,
1816208433872172800,499,1,25,#ffffff,5c6634c7,回来了！,2025-04-02 21:21:57,2,,0,1816208433872172800,无,
1816211207632835584,14560,1,25,#ffffff,201ee097,牛啊牛啊！！,2025-04-02 21:27:27,3,,0,1816211207632835584,无,
1816266645040056832,19091,1,25,#ffffff,d0b28ee4,留爪加油,2025-04-02 23:17:36,3,,0,1816266645040056832,无,
1816666291487040000,12929,1,25,#ffffff,cd7c0345,今夕是何年,2025-04-03 12:31:37,3,,0,1816666291487040000,无,
1816838941455267584,5298,1,25,#009843,bc7a1746,今夕是何年,2025-04-03 18:14:39,2,,0,1816838941455267584,无,
1816860276537033216,3342,1,25,#ffffff,e6b0c4d3,今夕是何年呐,2025-04-03 18:57:02,2,,0,1816860276537033216,无,
1816912295813718784,68881,1,25,#ffffff,8dd250e2,不过是从头再来罢了,2025-04-03 20:40:23,1,,0,1816912295813718784,无,
1816967009276618496,65428,1,25,#ffffff,7c6f0bbf,几几年的番,2025-04-03 22:29:06,2,,0,1816967009276618496,无,
1817005607962736128,347899,1,25,#ffffff,67c646c6,曲林静树,2025-04-03 23:45:47,3,,0,1817005607962736128,无,
1817034944476806400,188367,1,25,#ffffff,dca8f1b2,9,2025-04-04 00:44:04,2,,0,1817034944476806400,无,
1817250001115054080,58491,1,25,#ffffff,72e7c2db,有水滴声，豪,2025-04-04 07:51:21,5,,0,1817250001115054080,无,
1817328923403719936,170175,1,25,#ffffff,80518bd6,HA☆NA☆SE！！！,2025-04-04 10:28:09,9,,0,1817328923403719936,无,
1817515912975334912,707,1,25,#ffffff,63be4e03,堂堂复活！,2025-04-04 16:39:40,9,,0,1817515912975334912,无,
1817545464816692992,236795,1,25,#ffffff,71cab84b,BBC职业记者——舍命玩文(bushi),2025-04-04 17:38:23,9,,0,1817545464816692992,无,
1817546028531043584,287953,1,25,#ffffff,71cab84b,永远记不住名的三人组,2025-04-04 17:39:30,9,,0,1817546028531043584,无,
1817661538631862784,237924,1,25,#ffffff,9aceacba,转瞬即逝,2025-04-04 21:29:00,2,,0,1817661538631862784,无,
1817673795956422656,74410,1,25,#ffffff,24fc372d,穰子！,2025-04-04 21:53:21,1,,0,1817673795956422656,无,
1817675471564025856,242388,1,25,#ffffff,24fc372d,Ayayayayayayayayayayaya,2025-04-04 21:56:41,2,,0,1817675471564025856,无,
1817685315151351296,10060,1,25,#ffffff,21d1cf8,火钳刘明,2025-04-04 22:16:15,3,,0,1817685315151351296,无,
1817693710084011776,44857,1,25,#ffffff,b03a349c,泪目,2025-04-04 22:32:55,2,,0,1817693710084011776,无,
1817720600480434176,41251,1,25,#ffffff,8641299e,来了来了,2025-04-04 23:26:21,2,,0,1817720600480434176,无,
1818298573197673472,256500,5,25,#ffffff,372958a1,地点：魔法森林  玛格特洛依德邸,2025-04-05 18:34:41,10,,0,1818298573197673472,无,
1818307419378331904,41875,1,25,#ffffff,58191a0c,越共探头,2025-04-05 18:52:15,10,,0,1818307419378331904,高赞,
1818326372096519168,268124,5,25,#ffffff,372958a1,《妖妖梦》帕秋莉在咲夜线结局ENDING No.8登场,2025-04-05 19:29:54,10,,0,1818326372096519168,无,
1818417970243264512,316865,1,25,#ffffff,3910a6bd,来都来了,2025-04-05 22:31:54,3,,0,1818417970243264512,无,
1818426564388648704,90363,5,25,#e70012,17489410,芙兰朵露,2025-04-05 22:48:58,3,,0,1818426564388648704,无,
1818569454771057920,35145,1,25,#ffffff,191566e5,正准备划走发现补兑,2025-04-06 03:32:52,1,,0,1818569454771057920,无,
1818569603937224192,44057,1,25,#ffffff,191566e5,豪汀！,2025-04-06 03:33:10,2,,0,1818569603937224192,无,
1818648842234210816,356667,5,25,#84c0cb,fbeb112f,所以她真的一直走上来的？为啥不飞？,2025-04-06 06:10:36,10,,0,1818648842234210816,无,
1818669521771422464,4243,1,25,#ffffff,327c37a4,嗨嗨嗨！來了喔！,2025-04-06 06:51:41,2,,0,1818669521771422464,无,
1818739378969961728,49856,1,25,#ffffff,542bb6e6,回来了！,2025-04-06 09:10:29,2,,0,1818739378969961728,无,
1818799641589275904,169905,5,25,#fe0302,19eccca1,博丽灵梦：“不，我不想加班”（doge）,2025-04-06 11:10:13,10,,0,1818799641589275904,无,
1818844094986916096,195035,1,18,#00a0ea,ed78b8a3,baka baka baka baka baka baka baka baka baka baka baka baka baka baka baka,2025-04-06 12:38:32,2,,0,1818844094986916096,无,
1818853147948030464,44135,1,25,#ffffff,23476dec,超好听,2025-04-06 12:56:31,2,,0,1818853147948030464,无,
1818879596884531200,255331,1,25,#ffffff,21237e0,橙喵可爱,2025-04-06 13:49:04,10,,0,1818879596884531200,无,
1818891136220110080,320483,1,25,#ffffff,76e65d1e,霍金：这该s的熟悉感,2025-04-06 14:12:00,10,,0,1818891136220110080,高赞,
1818949049752260608,2771,1,25,#ffffff,e9043978,堂堂复活,2025-04-06 16:07:03,3,,0,1818949049752260608,无,
1818952644111851264,114986,1,25,#ffffff,3b73baf7,就是因为喜欢咲夜所以现在刚开始看的,2025-04-06 16:14:12,9,,0,1818952644111851264,无,
1818967595337502208,8426,1,25,#ffffff,d74b304b,越共探头,2025-04-06 16:43:54,1,,0,1818967595337502208,无,
1819004917344973312,60842,1,25,#ffffff,80407f4a,酒闻大名，今日得见，三生有幸,2025-04-06 17:58:03,9,,0,1819004917344973312,无,
1819061434366382592,3147,1,25,#ffffff,8cd02777,666,2025-04-06 19:50:21,2,,0,1819061434366382592,无,
1819109976414315776,68461,1,25,#00a0ea,ef7c7c8,很早就知道，今天终于是看到了,2025-04-06 21:26:47,2,,0,1819109976414315776,无,
1819151357442189312,78140,1,25,#ffffff,a942642f,这好像是粉丝二创的番,2025-04-06 22:49:00,2,,0,1819151357442189312,无,
1819162407470367232,44801,1,25,#ffffff,92521d5e,我嘞，豪,2025-04-06 23:10:58,2,,0,1819162407470367232,无,
1819171942247750912,24045,1,25,#e2027f,d8e0b037,怎么也吃不饱的亡灵—西行寺幽幽子,2025-04-06 23:29:54,1,,0,1819171942247750912,无,
1819193294752694784,52200,1,25,#ffffff,d71628dc,这个清晰度，流泪辽,2025-04-07 00:12:20,1,,0,1819193294752694784,无,
1819197409113388544,193,5,25,#ffffff,ddb99244,秽土转生了说是,2025-04-07 00:20:30,1,,0,1819197409113388544,无,
1819211289508543488,72536,1,25,#ffffff,6e245fa3,几几年年的,2025-04-07 00:48:05,2,,0,1819211289508543488,无,
1819264282333495552,83962,1,25,#ffffff,602db8bb,主题曲哪里下载,2025-04-07 02:33:22,2,,0,1819264282333495552,无,
1819341053531696896,23237,1,25,#ffffff,3072bf33,我去，车万！,2025-04-07 05:05:54,2,,0,1819341053531696896,无,
1819371429369045504,24774,1,25,#a0ee00,ee478b87,孙悟空：我去过还撕了好些书。,2025-04-07 06:06:15,9,,0,1819371429369045504,无,
1819482063935076608,20440,1,25,#ffffff,c2dc5695,车车人出发！,2025-04-07 09:46:04,3,,0,1819482063935076608,无,
1819536475952416512,20640,1,25,#ffffff,e296fda,今昔是何年,2025-04-07 11:34:10,2,,0,1819536475952416512,无,
1819563226166500608,20798,1,25,#ffffff,f47cf4c6,233333,2025-04-07 12:27:19,3,,0,1819563226166500608,无,
1819616077165028352,7727,1,25,#ffffff,1b4fe78,车万是这样的,2025-04-07 14:12:19,3,,0,1819616077165028352,无,
1819700019675217920,6001,1,25,#ffffff,460d2559,今夕是何年,2025-04-07 16:59:06,2,,0,1819700019675217920,无,
1819751497526359296,66720,5,25,#84c0cb,4dcee55b,我也是第一次看，主要是经常听说有点好奇,2025-04-07 18:41:23,9,,0,1819751497526359296,无,
1819785994150070016,59580,1,25,#ffffff,c552a75e,666,2025-04-07 19:49:55,2,,0,1819785994150070016,无,
1819828539106220032,38154,5,25,#e2027f,138967d4,虽然可能会被说，但我还是想说，你怎么这么像娜可露露啊,2025-04-07 21:14:27,1,,0,1819828539106220032,无,
1819866313142091264,113277,5,25,#ffffff,1c291a26,『The World』,2025-04-07 22:29:30,10,,0,1819866313142091264,无,
1819945645474735616,38920,1,25,#ffffff,ace0a257,每年都能重置好几遍,2025-04-08 01:07:07,3,,0,1819945645474735616,无,
1819967626471050496,219409,1,25,#fef102,d244a304,爷真帅,2025-04-08 01:50:47,1,,0,1819967626471050496,无,
1820149987175346432,86291,1,25,#ffffff,f00e6e7e,什么类型的啊？,2025-04-08 07:53:06,3,,0,1820149987175346432,无,
1820303389087617536,20080,1,25,#ffffff,b10936cc,今夕是何年,2025-04-08 12:57:53,9,,0,1820303389087617536,无,
1820358360743300352,53457,1,25,#ffffff,ce54d990,泪目,2025-04-08 14:47:06,2,,0,1820358360743300352,无,
1820358509758382592,71232,1,25,#ffffff,ce54d990,今夕是何年,2025-04-08 14:47:24,2,,0,1820358509758382592,无,
1820359204628657664,154033,1,25,#ffffff,ce54d990,一个笨蛋9,2025-04-08 14:48:47,1,,0,1820359204628657664,无,
1820360775949448192,331116,1,25,#ffffff,ce54d990,腿开始疼了,2025-04-08 14:51:54,1,,0,1820360775949448192,无,
1820418868779455744,16561,1,25,#ffffff,ad9ba92e,瞧瞧我发现了什么(*^ω^*),2025-04-08 16:47:20,2,,0,1820418868779455744,无,
1820522954442787328,931,1,25,#ffffff,bbd2f72a,越共探頭,2025-04-08 20:14:08,1,,0,1820522954442787328,无,
1820602296682460416,29651,1,25,#ffffff,5600a7f0,呜呜呜,2025-04-08 22:51:46,3,,0,1820602296682460416,无,
1820623615801462784,991,5,25,#fef102,7fac25c9,你做的好啊(欣赏,2025-04-08 23:34:07,1,,0,1820623615801462784,无,
1820639931442213376,2560,1,25,#ffffff,bf6d9db2,文艺复兴,2025-04-09 00:06:32,9,,0,1820639931442213376,无,
1820925962557724928,1811,1,25,#ffffff,490c3c85,今夕是何年,2025-04-09 09:34:50,3,,0,1820925962557724928,无,
1821046707342535680,46228,1,25,#ffffff,7f8afff6,不兑？！！,2025-04-09 13:34:44,1,,0,1821046707342535680,无,
1821113548684832000,5200,1,25,#ffffff,33237bf9,棺材板直接飞了,2025-04-09 15:47:32,1,,0,1821113548684832000,无,
1821298139400251136,183125,1,25,#ffffff,9be7e654,白马村,2025-04-09 21:54:17,1,,0,1821298139400251136,无,
1821330746481731584,17791,1,25,#ffffff,7b510318,今夕是何年,2025-04-09 22:59:04,3,,0,1821330746481731584,无,
1821421761318355712,47911,1,25,#ffffff,a346dc9,好好好,2025-04-10 01:59:54,1,,0,1821421761318355712,无,
1821454272752683520,20251,1,25,#ffffff,14439c0b,今夕。是何年,2025-04-10 03:04:29,2,,0,1821454272752683520,无,
1821653281295240448,169844,1,25,#ffffff,44129e15,baka,2025-04-10 09:39:53,9,,0,1821653281295240448,无,
1821990289276522752,73532,1,25,#ffffff,eecc04b5,回来了,2025-04-10 20:49:27,3,,0,1821990289276522752,无,
1822104410751946752,9420,1,25,#ffffff,93e2a28,今夕是何年,2025-04-11 00:36:12,2,,0,1822104410751946752,无,
1822108218340652544,982,5,25,#fef102,4ff3e892,我在B站修文物,2025-04-11 00:43:46,2,,0,1822108218340652544,无,
1822346240630373632,3726,1,25,#ffffff,914b98a7,堂堂复活！,2025-04-11 08:36:40,2,,0,1822346240630373632,无,
1822524778846775552,89640,1,25,#fef102,b4b87e2a,OP一响鸡皮疙瘩起来了，那是我逝去的清楚啊,2025-04-11 14:31:24,3,,0,1822524778846775552,无,
1822563301533139968,98431,1,25,#ffffff,e8d89063,无可挑剔的角色深度,2025-04-11 15:47:56,2,,0,1822563301533139968,无,
1822737244965558528,141524,5,25,#ffffff,b0dd3b39,［妖］乐园的可爱巫女——博丽灵梦,2025-04-11 21:33:32,1,,0,1822737244965558528,无,
1822737454974299648,145365,5,25,#ffffff,b0dd3b39,［妖］普通的黑魔术师——雾雨魔理沙,2025-04-11 21:33:57,2,,0,1822737454974299648,无,
1822737715096612864,147139,5,25,#ffffff,b0dd3b39,［妖］冰之妖怪——琪露诺,2025-04-11 21:34:28,2,,0,1822737715096612864,无,
1822739244700496128,221856,5,25,#ffffff,b0dd3b39,［妖］冬天的遗忘之物——蕾蒂•霍瓦特洛克,2025-04-11 21:37:30,10,,0,1822739244700496128,无,
1822739448216457984,243312,5,25,#ffffff,b0dd3b39,［妖］凶兆的黑猫——橙,2025-04-11 21:37:54,10,,0,1822739448216457984,无,
1822739773107275264,257732,5,25,#ffffff,b0dd3b39,［妖］七色的人偶使——爱丽丝•玛格特洛伊德,2025-04-11 21:38:33,10,,0,1822739773107275264,无,
1822740959147557120,274210,5,25,#ffffff,b0dd3b39,［妖］运送春天的妖精——莉莉怀特,2025-04-11 21:40:54,2,,0,1822740959147557120,无,
1822742063130275584,287269,5,25,#ffffff,b0dd3b39,［妖］骚灵小提琴手/小号手/键盘手——露娜萨/梅露兰/莉莉卡•普莉兹姆利巴,2025-04-11 21:43:06,10,,0,1822742063130275584,无,
1822742457638097664,343899,5,25,#ffffff,b0dd3b39,［妖］幽人的园艺师——魂魄妖梦,2025-04-11 21:43:53,2,,0,1822742457638097664,无,
1822783683988649216,4542,1,25,#ffffff,60f181a8,文艺复兴,2025-04-11 23:05:47,3,,0,1822783683988649216,无,
1822794532145153024,11714,1,25,#ffffff,fd00f059,万华镜启动,2025-04-11 23:27:21,9,,0,1822794532145153024,无,
1822949706192711680,5865,1,25,#ffffff,7a404f6f,布什戈门,2025-04-12 04:35:39,9,,0,1822949706192711680,无,
1823114772363977216,29671,1,25,#ffffff,97449b99,爷青回,2025-04-12 10:03:36,2,,0,1823114772363977216,无,
1823244977241990912,193969,1,25,#84c0cb,1553e7d8,baka baka baka baka baka baka baka baka baka baka baka baka baka baka baka ,2025-04-12 14:22:18,2,,0,1823244977241990912,无,
1823309520315883520,352478,1,25,#ffffff,c34ed331,yoyo yoyo梦,2025-04-12 16:30:32,3,,0,1823309520315883520,无,
1823426769534189056,6440,1,25,#ffffff,c0fd5bd6,今夕是何年,2025-04-12 20:23:29,2,,0,1823426769534189056,无,
1823481842658244352,352030,1,25,#ffffff,41669bd7,砍了,2025-04-12 22:12:54,1,,0,1823481842658244352,无,
1823506686032540672,45971,1,25,#ffffff,dd730577,好汀,2025-04-12 23:02:16,1,,0,1823506686032540672,无,
1823665150444640256,0,1,25,#ffffff,b4e73644,今夕是何年,2025-04-13 04:17:06,2,,0,1823665150444640256,无,
1823911542593281280,328497,1,25,#ffffff,a2391ef9,登神台阶belike,2025-04-13 12:26:39,9,,0,1823911542593281280,无,
1824001157656800768,199232,5,25,#e70012,50dd8eb3,灵梦好美,2025-04-13 15:24:42,9,,0,1824001157656800768,无,
1824125107284011008,44589,1,25,#ffffff,a4ca05fe,牛逼！！！！！,2025-04-13 19:30:58,2,,0,1824125107284011008,无,
1824126104613990144,151170,1,25,#ffffff,a4ca05fe,hanase！！！,2025-04-13 19:32:56,9,,0,1824126104613990144,无,
1824235608496083200,322254,1,25,#ffffff,12be540e,危楼高百尺,2025-04-13 23:10:30,2,,0,1824235608496083200,无,
1824263974163130624,72723,1,25,#ffffff,5103559a,泪目了,2025-04-14 00:06:52,2,,0,1824263974163130624,无,
1824282044399228672,23530,1,25,#ffffff,45967934,我李明杰实名开看,2025-04-14 00:42:46,3,,0,1824282044399228672,无,
1824290046267261696,112279,1,25,#ffffff,964fdf66,DAZE,2025-04-14 00:58:40,3,,0,1824290046267261696,无,
1824360932235863296,354921,1,25,#ffffff,70cec2a,怎么突然有好多人来了泥门豪,2025-04-14 03:19:30,3,,0,1824360932235863296,无,
1824648738480876032,345492,1,25,#ffffff,14ad666d,新人 看到这还没意识到主角是谁,2025-04-14 12:51:19,2,,0,1824648738480876032,无,
1824761917714161408,72359,1,25,#ffffff,2459237a,23333333,2025-04-14 16:36:11,2,,0,1824761917714161408,无,
1824761997414348800,78031,1,25,#ffffff,2459237a,雷姆了,2025-04-14 16:36:21,9,,0,1824761997414348800,无,
1824791607707811584,327037,1,25,#ffffff,8598b283,無敵の台詞,2025-04-14 17:35:11,9,,0,1824791607707811584,无,
1824913144041063680,601,1,25,#ffffff,e4ab9182,？？。,2025-04-14 21:36:39,2,,0,1824913144041063680,无,
1825346027369248768,166539,5,25,#00a0ea,c004632e,↑↓↑↓↑↓↑↓↑,2025-04-15 11:56:43,2,,0,1825346027369248768,无,
1825389242432464640,84008,1,25,#ffffff,e63e2eb5,这画风很好看。,2025-04-15 13:22:34,3,,0,1825389242432464640,无,
1825745802245715712,511,1,25,#ffffff,f2217e06,今夕何年,2025-04-16 01:10:59,3,,0,1825745802245715712,无,
1826008192459532800,851,1,25,#ffffff,baf0007d,今夕是何年,2025-04-16 09:52:19,2,,0,1826008192459532800,无,
1826116676212075776,201450,1,25,#ffffff,a1616457,蓬莱山辉夜（,2025-04-16 13:27:51,10,,0,1826116676212075776,无,
1826269575436796928,30611,1,25,#ffffff,ae1ac05a,2025,2025-04-16 18:31:38,2,,0,1826269575436796928,无,
1826352742655406336,79950,1,25,#ffffff,69052971,多少年了？,2025-04-16 21:16:52,3,,0,1826352742655406336,无,
1826407598656847104,195389,5,25,#00a0ea,b01a5ecc,《说别人是笨蛋的自己才是笨蛋》（补档）,2025-04-16 23:05:52,10,,0,1826407598656847104,无,
1826408204524018944,245225,5,25,#f0ab2a,b01a5ecc,吉凶的征兆一一橙,2025-04-16 23:07:04,10,,0,1826408204524018944,无,
1826988311966355200,188168,1,25,#ffffff,80f8e4fe,被吓得眼珠变成9了,2025-04-17 18:19:38,2,,0,1826988311966355200,无,
1827106928040558592,13455,1,25,#ffffff,c573686f,今夕是何年,2025-04-17 22:15:18,2,,0,1827106928040558592,无,
1827132763451634432,3491,1,25,#ffffff,68a7167,回来力!,2025-04-17 23:06:38,2,,0,1827132763451634432,无,
1827324189859169536,196072,1,25,#ffffff,66934201,蓝精灵,2025-04-18 05:26:58,9,,0,1827324189859169536,无,
1827432466990926080,321483,1,25,#ffffff,f3215922,这特么是不是有点太长了楼梯,2025-04-18 09:02:06,3,,0,1827432466990926080,无,
1827684892360632064,176506,5,25,#e70012,c5cffe9f,灵梦:不听不听，魔女念经,2025-04-18 17:23:37,10,,0,1827684892360632064,无,
1827685893297815296,226683,5,25,#e70012,c5cffe9f,灵梦:炫完橘子炫仙贝,2025-04-18 17:25:36,10,,0,1827685893297815296,无,
1827889600593762304,2688,1,25,#ffffff,49a6fda9,什么？什么东西？,2025-04-19 00:10:20,1,,0,1827889600593762304,无,
1827932469165825280,357748,1,25,#ffffff,8be26d16,虽然但是，魂魄妖梦你不算是半人半鬼吗？你也给我出去（）,2025-04-19 01:35:30,1,,0,1827932469165825280,无,
1828098322708688640,5933,1,25,#ffffff,af471cfc,什么东西？,2025-04-19 07:05:02,3,,0,1828098322708688640,无,
1828123249692028416,2400,1,25,#ffffff,758246d3,留下足迹,2025-04-19 07:54:33,2,,0,1828123249692028416,无,
1828323586260735744,28994,1,25,#ffffff,c827154e,助力,2025-04-19 14:32:35,3,,0,1828323586260735744,无,
1828357075596859136,15080,1,25,#ffffff,8d3d5110,？,2025-04-19 15:39:08,3,,0,1828357075596859136,无,
1828583063957908736,18027,1,25,#ffffff,c4931ae8,复活！,2025-04-19 23:08:07,3,,0,1828583063957908736,无,
